ID-model,GO:0005575,GO:0045202,GO:0044456,GO:0097458,GO:0031410,GO:0005739,GO:0031981,GO:0042995,GO:0005829,GO:0070013,GO:0043233,GO:0031974,GO:0044428,GO:0048471,GO:0044459,GO:0009986,GO:0044427,GO:0044430,GO:0005694,GO:0005912,GO:0000785,GO:0005856,GO:0005576,GO:0043228,GO:0043232,GO:0070161,GO:0044421,GO:0005783,GO:0005634,GO:0043234,GO:0005730,GO:0030055,GO:0030054,GO:0032991,GO:0044425,GO:0005886,GO:0005794,GO:0071944,GO:0005925,GO:0005789,GO:0005924,GO:0042175,GO:0005615,GO:0044444,GO:0044422,GO:0031988,GO:0031982,GO:0005768,GO:0044446,GO:0044424,GO:0043231,GO:0005622,GO:0043229,GO:0043226,GO:0043227,GO:0005737,GO:0065010,GO:0043230,GO:0070062,GO:0005623,GO:0044464,GO:0044432,GO:0016020,GO:0031090,GO:0012505,GO:0005654
80-2,NaN,0.95,0.90,0.88,0.75,0.89,0.66,0.77,0.58,0.65,0.65,0.65,0.63,0.52,0.59,0.63,0.68,0.69,0.67,0.56,0.66,0.68,0.60,0.68,0.68,0.55,0.59,0.79,0.77,0.65,0.73,0.57,0.55,0.66,0.65,0.63,0.76,0.63,0.57,0.65,0.57,0.65,0.59,0.74,0.70,0.50,0.50,0.62,0.70,0.65,0.71,0.64,0.68,0.56,0.53,0.63,0.50,0.50,0.50,0.58,0.58,0.66,0.63,0.72,0.67,0.57
81-1,NaN,0.86,0.48,0.58,0.84,0.79,0.64,0.59,0.56,0.63,0.63,0.63,0.65,0.50,0.58,0.54,0.66,0.71,0.66,0.50,0.64,0.64,0.57,0.61,0.61,0.50,0.55,0.56,0.69,0.59,0.50,0.50,0.49,0.58,0.60,0.55,0.54,0.54,0.50,0.59,0.50,0.58,0.53,0.65,0.64,0.52,0.52,0.69,0.64,0.65,0.65,0.66,0.64,0.56,0.55,0.60,0.50,0.50,0.50,0.62,0.62,0.55,0.56,0.56,0.52,0.52
81-2,NaN,0.86,0.48,0.58,0.84,0.79,0.64,0.59,0.56,0.63,0.63,0.63,0.65,0.50,0.58,0.54,0.66,0.71,0.66,0.50,0.64,0.63,0.57,0.61,0.61,0.50,0.55,0.56,0.69,0.59,0.50,0.50,0.49,0.59,0.60,0.55,0.54,0.54,0.50,0.59,0.50,0.58,0.53,0.65,0.64,0.52,0.52,0.69,0.64,0.65,0.65,0.65,0.64,0.56,0.55,0.60,0.50,0.50,0.50,0.62,0.62,0.55,0.56,0.56,0.52,0.52
82-1,NaN,0.62,0.62,0.49,0.68,0.60,0.57,0.65,0.57,0.57,0.57,0.57,0.57,0.50,0.56,0.50,0.50,0.71,0.50,0.50,0.50,0.62,0.53,0.57,0.57,0.50,0.53,0.56,0.58,0.65,0.63,0.50,0.50,0.63,0.54,0.61,0.53,0.60,0.50,0.55,0.50,0.54,0.53,0.55,0.64,0.52,0.52,0.59,0.63,0.52,0.56,0.52,0.57,0.58,0.57,0.50,0.50,0.50,0.50,0.49,0.49,0.53,0.55,0.55,0.49,0.52
83-1,NaN,0.97,0.94,0.90,0.89,0.84,0.82,0.75,0.72,0.77,0.76,0.76,0.82,0.74,0.78,0.80,0.79,0.74,0.79,0.79,0.70,0.73,0.63,0.75,0.74,0.76,0.63,0.78,0.73,0.72,0.74,0.80,0.67,0.71,0.68,0.67,0.72,0.67,0.77,0.64,0.77,0.63,0.60,0.46,0.68,0.62,0.62,0.76,0.68,0.48,0.49,0.48,0.49,0.49,0.46,0.43,0.56,0.56,0.56,0.49,0.49,0.74,0.61,0.73,0.69,0.83
83-2,NaN,0.97,0.94,0.90,0.89,0.84,0.82,0.75,0.73,0.77,0.77,0.76,0.82,0.74,0.78,0.80,0.80,0.74,0.79,0.79,0.70,0.73,0.63,0.75,0.74,0.76,0.62,0.78,0.74,0.70,0.74,0.80,0.67,0.69,0.68,0.67,0.72,0.68,0.77,0.64,0.77,0.63,0.60,0.46,0.67,0.62,0.62,0.76,0.68,0.47,0.49,0.47,0.50,0.49,0.46,0.43,0.56,0.56,0.56,0.49,0.49,0.74,0.61,0.73,0.69,0.83
84-1,NaN,0.50,0.50,0.50,0.44,0.81,0.55,0.74,0.51,0.51,0.51,0.51,0.55,0.50,0.76,0.50,0.75,0.70,0.75,0.50,0.69,0.65,0.53,0.63,0.63,0.50,0.53,0.50,0.52,0.58,0.63,0.50,0.49,0.58,0.62,0.70,0.54,0.68,0.50,0.50,0.50,0.50,0.50,0.64,0.66,0.53,0.53,0.59,0.65,0.56,0.54,0.56,0.58,0.57,0.52,0.58,0.50,0.50,0.50,0.52,0.52,0.50,0.58,0.55,0.54,0.33
85-1,NaN,0.97,0.98,0.89,0.78,0.76,0.72,0.81,0.76,0.70,0.69,0.69,0.73,0.68,0.72,0.59,0.77,0.83,0.76,0.78,0.75,0.74,0.65,0.66,0.66,0.75,0.64,0.73,0.74,0.78,0.60,0.66,0.65,0.74,0.70,0.71,0.66,0.70,0.59,0.44,0.63,0.44,0.59,0.68,0.67,0.57,0.57,0.69,0.67,0.65,0.65,0.65,0.66,0.55,0.52,0.59,0.54,0.54,0.54,0.56,0.56,0.50,0.62,0.57,0.53,0.78
85-2,NaN,0.97,0.97,0.92,0.80,0.75,0.79,0.78,0.76,0.75,0.76,0.77,0.77,0.69,0.76,0.73,0.82,0.76,0.80,0.76,0.71,0.73,0.66,0.67,0.67,0.73,0.64,0.66,0.67,0.66,0.60,0.68,0.63,0.68,0.68,0.67,0.66,0.65,0.66,0.51,0.65,0.48,0.61,0.66,0.66,0.59,0.60,0.65,0.65,0.64,0.62,0.64,0.61,0.52,0.50,0.60,0.54,0.54,0.53,0.54,0.54,0.54,0.55,0.50,0.51,0.85
86-1,NaN,0.93,0.82,0.61,0.78,0.80,0.62,0.63,0.47,0.61,0.61,0.61,0.64,0.49,0.58,0.49,0.59,0.69,0.65,0.53,0.57,0.63,0.54,0.62,0.62,0.53,0.53,0.58,0.68,0.58,0.54,0.53,0.51,0.58,0.59,0.52,0.61,0.53,0.54,0.55,0.54,0.55,0.53,0.62,0.59,0.51,0.52,0.56,0.59,0.57,0.62,0.57,0.60,0.51,0.50,0.58,0.50,0.50,0.50,0.52,0.51,0.53,0.58,0.52,0.55,0.49
86-2,NaN,0.93,0.82,0.61,0.78,0.80,0.62,0.63,0.47,0.61,0.61,0.61,0.64,0.49,0.58,0.49,0.59,0.69,0.65,0.53,0.57,0.63,0.54,0.62,0.62,0.53,0.53,0.58,0.68,0.58,0.54,0.53,0.51,0.58,0.59,0.52,0.61,0.53,0.54,0.55,0.54,0.55,0.53,0.62,0.59,0.51,0.52,0.56,0.59,0.57,0.62,0.57,0.60,0.51,0.50,0.58,0.50,0.50,0.50,0.52,0.51,0.53,0.58,0.52,0.55,0.49
86-3,NaN,0.98,0.87,0.66,0.70,0.83,0.52,0.61,0.47,0.52,0.51,0.51,0.51,0.49,0.56,0.49,0.61,0.67,0.60,0.54,0.56,0.64,0.54,0.64,0.64,0.54,0.54,0.61,0.67,0.58,0.55,0.54,0.52,0.57,0.59,0.51,0.62,0.52,0.54,0.56,0.54,0.56,0.54,0.63,0.53,0.51,0.52,0.54,0.52,0.60,0.65,0.60,0.63,0.52,0.51,0.56,0.50,0.50,0.50,0.53,0.53,0.53,0.56,0.54,0.54,0.49
87-1,NaN,0.99,0.95,0.73,0.77,0.87,0.74,0.77,0.55,0.71,0.71,0.71,0.73,0.59,0.67,0.48,0.68,0.74,0.68,0.49,0.66,0.69,0.58,0.68,0.68,0.49,0.55,0.67,0.71,0.65,0.72,0.50,0.52,0.63,0.65,0.63,0.63,0.61,0.50,0.72,0.50,0.72,0.54,0.65,0.66,0.53,0.54,0.75,0.66,0.60,0.63,0.60,0.62,0.57,0.55,0.58,0.50,0.50,0.50,0.55,0.55,0.68,0.59,0.75,0.73,0.79
87-2,NaN,0.94,0.90,0.72,0.72,0.87,0.74,0.77,0.55,0.71,0.71,0.71,0.72,0.59,0.68,0.48,0.64,0.60,0.68,0.49,0.61,0.60,0.58,0.66,0.66,0.49,0.55,0.66,0.70,0.63,0.72,0.50,0.52,0.60,0.65,0.63,0.63,0.62,0.50,0.72,0.50,0.72,0.54,0.65,0.63,0.53,0.54,0.75,0.63,0.59,0.61,0.59,0.60,0.56,0.54,0.58,0.50,0.50,0.50,0.54,0.54,0.67,0.60,0.74,0.72,0.79
87-3,NaN,0.98,0.94,0.67,0.84,0.91,0.73,0.79,0.57,0.71,0.71,0.71,0.71,0.48,0.71,0.48,0.73,0.74,0.72,0.49,0.70,0.71,0.57,0.67,0.67,0.49,0.53,0.69,0.72,0.67,0.67,0.50,0.51,0.64,0.66,0.61,0.57,0.59,0.50,0.67,0.50,0.67,0.52,0.66,0.68,0.53,0.53,0.77,0.68,0.64,0.66,0.64,0.66,0.60,0.58,0.60,0.50,0.50,0.50,0.58,0.58,0.61,0.58,0.74,0.73,0.82
88-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91-1,NaN,0.49,0.49,0.48,0.62,0.52,0.53,0.48,0.45,0.53,0.53,0.53,0.52,0.46,0.63,0.49,0.50,0.60,0.50,0.59,0.46,0.55,0.49,0.50,0.50,0.57,0.50,0.50,0.54,0.47,0.55,0.64,0.63,0.51,0.49,0.53,0.50,0.50,0.59,0.47,0.59,0.47,0.49,0.52,0.49,0.49,0.49,0.44,0.50,0.52,0.52,0.52,0.51,0.51,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.46,0.47,0.42,0.47,0.49
91-2,NaN,0.49,0.49,0.48,0.63,0.52,0.51,0.47,0.41,0.51,0.51,0.51,0.51,0.46,0.59,0.49,0.50,0.59,0.49,0.59,0.46,0.54,0.49,0.50,0.50,0.57,0.50,0.50,0.55,0.46,0.55,0.59,0.54,0.50,0.53,0.57,0.50,0.57,0.59,0.47,0.59,0.47,0.49,0.50,0.48,0.49,0.49,0.44,0.50,0.49,0.53,0.50,0.50,0.51,0.52,0.47,0.50,0.50,0.50,0.49,0.49,0.46,0.49,0.43,0.49,0.46
91-3,NaN,0.44,0.44,0.26,0.59,0.57,0.50,0.35,0.42,0.48,0.48,0.48,0.53,0.50,0.36,0.56,0.47,0.57,0.47,0.56,0.49,0.58,0.52,0.50,0.50,0.53,0.52,0.52,0.47,0.52,0.56,0.52,0.49,0.55,0.44,0.54,0.47,0.54,0.56,0.51,0.56,0.63,0.55,0.49,0.53,0.54,0.54,0.44,0.52,0.54,0.52,0.54,0.51,0.54,0.55,0.53,0.50,0.50,0.50,0.53,0.53,0.52,0.49,0.42,0.58,0.43
93-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94-1,NaN,0.99,0.99,0.87,0.77,0.87,0.77,0.77,0.48,0.75,0.75,0.75,0.75,0.50,0.56,0.49,0.72,0.80,0.72,0.53,0.70,0.72,0.58,0.71,0.71,0.53,0.55,0.63,0.73,0.68,0.71,0.54,0.54,0.66,0.66,0.61,0.65,0.61,0.54,0.63,0.54,0.63,0.54,0.66,0.67,0.52,0.52,0.68,0.67,0.64,0.67,0.63,0.65,0.55,0.55,0.64,0.51,0.51,0.51,0.57,0.57,0.62,0.64,0.66,0.64,0.84
95-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96-1,NaN,0.49,0.49,0.48,0.47,0.47,0.43,0.54,0.52,0.48,0.49,0.48,0.45,0.48,0.66,0.53,0.50,0.57,0.49,0.49,0.54,0.52,0.47,0.49,0.49,0.59,0.47,0.48,0.47,0.52,0.50,0.50,0.55,0.51,0.54,0.59,0.47,0.59,0.50,0.53,0.50,0.56,0.51,0.50,0.50,0.49,0.48,0.53,0.50,0.50,0.50,0.50,0.50,0.51,0.51,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.49,0.46
96-2,NaN,0.60,0.56,0.51,0.43,0.51,0.46,0.48,0.50,0.49,0.50,0.49,0.47,0.53,0.55,0.49,0.51,0.39,0.50,0.58,0.45,0.46,0.49,0.48,0.48,0.56,0.48,0.55,0.53,0.49,0.52,0.58,0.54,0.51,0.50,0.51,0.46,0.51,0.55,0.64,0.59,0.63,0.49,0.51,0.50,0.51,0.51,0.44,0.50,0.50,0.51,0.50,0.51,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.57,0.50,0.49,0.63,0.54
96-3,NaN,0.55,0.52,0.44,0.53,0.46,0.51,0.53,0.50,0.48,0.48,0.48,0.49,0.52,0.50,0.53,0.57,0.40,0.57,0.49,0.53,0.48,0.51,0.47,0.47,0.55,0.51,0.47,0.50,0.50,0.51,0.51,0.55,0.51,0.50,0.53,0.47,0.53,0.52,0.53,0.51,0.52,0.48,0.53,0.49,0.51,0.51,0.48,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50,0.50,0.49,0.51,0.44,0.45,0.46
97-1,NaN,0.70,0.50,0.69,0.59,0.78,0.60,0.58,0.50,0.59,0.59,0.59,0.59,0.50,0.57,0.53,0.70,0.74,0.70,0.54,0.68,0.71,0.58,0.66,0.66,0.53,0.54,0.70,0.72,0.63,0.67,0.54,0.54,0.62,0.58,0.56,0.58,0.54,0.54,0.56,0.54,0.56,0.55,0.64,0.63,0.52,0.52,0.50,0.63,0.65,0.67,0.65,0.66,0.54,0.53,0.61,0.50,0.50,0.50,0.61,0.61,0.56,0.61,0.60,0.67,0.52
97-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98-1,NaN,0.48,0.55,0.25,0.53,0.56,0.54,0.38,0.38,0.55,0.55,0.55,0.51,0.40,0.55,0.51,0.63,0.71,0.62,0.44,0.61,0.61,0.47,0.59,0.59,0.43,0.50,0.56,0.49,0.47,0.53,0.48,0.50,0.45,0.60,0.57,0.53,0.56,0.48,0.57,0.48,0.55,0.53,0.48,0.43,0.53,0.53,0.44,0.43,0.46,0.44,0.46,0.44,0.50,0.50,0.47,0.50,0.50,0.49,0.50,0.50,0.55,0.55,0.48,0.51,0.61
99-1,NaN,0.97,0.89,0.93,0.82,0.82,0.74,0.80,0.66,0.73,0.73,0.73,0.74,0.80,0.73,0.69,0.75,0.77,0.79,0.56,0.68,0.72,0.61,0.74,0.74,0.55,0.59,0.70,0.72,0.72,0.65,0.58,0.54,0.72,0.66,0.67,0.68,0.65,0.59,0.54,0.59,0.53,0.59,0.63,0.68,0.52,0.52,0.73,0.66,0.63,0.67,0.62,0.68,0.56,0.55,0.57,0.51,0.51,0.51,0.53,0.54,0.54,0.58,0.60,0.53,0.74
